word_id,lemma,display_form,meaning_zh,ngsl_rank,has_example,relation_count,capabilities
en_appear,appear,appear,出现；似乎,405,False,0,recognition|meaning|recall
en_toward,toward,toward,向；朝；对于,406,False,0,recognition|meaning|recall
en_team,team,team,团队；队,407,False,0,recognition|meaning|recall
en_easy,easy,easy,容易的；轻松的,408,True,1,recognition|meaning|recall|context|relation
en_individual,individual,individual,个人；单独的,409,False,0,recognition|meaning|recall
en_full,full,full,满的；完整的；充分的,410,False,0,recognition|meaning|recall
en_black,black,black,黑色的；黑色,411,False,1,recognition|meaning|recall|relation
en_sense,sense,sense,感觉；意义；判断力,412,False,0,recognition|meaning|recall
en_perhaps,perhaps,perhaps,也许；可能,413,False,0,recognition|meaning|recall
en_add,add,add,增加；相加；补充,414,True,0,recognition|meaning|recall|context
en_rule,rule,rule,规则；统治,415,False,0,recognition|meaning|recall
en_pass,pass,pass,通过；经过；传递,416,True,0,recognition|meaning|recall|context
en_produce,produce,produce,生产；产生；农产品,417,False,1,recognition|meaning|recall|relation
en_sell,sell,sell,卖；销售,418,True,1,recognition|meaning|recall|context|relation
en_short,short,short,短的；缺少的,419,False,1,recognition|meaning|recall|relation
en_agree,agree,agree,同意；一致,420,True,0,recognition|meaning|recall|context
en_law,law,law,法律；规律,421,False,0,recognition|meaning|recall
en_everything,everything,everything,一切；所有事物,422,False,0,recognition|meaning|recall
en_research,research,research,研究；调查,423,True,0,recognition|meaning|recall|context
en_cover,cover,cover,覆盖；封面；包括,424,False,0,recognition|meaning|recall
en_paper,paper,paper,纸；论文；报纸,425,True,0,recognition|meaning|recall|context
en_position,position,position,位置；职位；立场,426,False,0,recognition|meaning|recall
en_near,near,near,靠近；附近的,427,False,1,recognition|meaning|recall|relation
en_human,human,human,人类的；人,428,False,0,recognition|meaning|recall
en_computer,computer,computer,计算机,429,True,0,recognition|meaning|recall|context
en_situation,situation,situation,情况；局面,430,False,0,recognition|meaning|recall
en_staff,staff,staff,员工；工作人员,431,False,0,recognition|meaning|recall
en_activity,activity,activity,活动；活跃,432,True,0,recognition|meaning|recall|context
en_film,film,film,电影；胶片；拍摄,433,False,0,recognition|meaning|recall
en_morning,morning,morning,早晨；上午,434,True,0,recognition|meaning|recall|context
en_war,war,war,战争,435,False,0,recognition|meaning|recall
en_account,account,account,账户；说明；认为,436,False,0,recognition|meaning|recall
en_shop,shop,shop,商店；购物,437,True,0,recognition|meaning|recall|context
en_major,major,major,主要的；专业；主修,438,False,0,recognition|meaning|recall
en_someone,someone,someone,某人,439,False,0,recognition|meaning|recall
en_above,above,above,在……上方；上述的,440,False,1,recognition|meaning|recall|relation
en_design,design,design,设计；图案,441,True,0,recognition|meaning|recall|context
en_event,event,event,事件；活动,442,False,0,recognition|meaning|recall
en_special,special,special,特别的；特殊的,443,False,0,recognition|meaning|recall
en_sometimes,sometimes,sometimes,有时,444,False,0,recognition|meaning|recall
en_condition,condition,condition,条件；状况；使适应,445,False,0,recognition|meaning|recall
en_carry,carry,carry,携带；搬运；承载,446,True,0,recognition|meaning|recall|context
en_choose,choose,choose,选择,447,True,0,recognition|meaning|recall|context
en_father,father,father,父亲,448,True,1,recognition|meaning|recall|context|relation
en_decision,decision,decision,决定；决策,449,True,1,recognition|meaning|recall|context|relation
en_table,table,table,桌子；表格,450,True,0,recognition|meaning|recall|context
en_certain,certain,certain,确定的；某些,451,False,0,recognition|meaning|recall
en_forward,forward,forward,向前；转交；前面的,452,False,0,recognition|meaning|recall
en_main,main,main,主要的；主干,453,False,0,recognition|meaning|recall
en_die,die,die,死；死亡,454,False,0,recognition|meaning|recall
en_bear,bear,bear,熊；承受；生育,455,False,0,recognition|meaning|recall
en_cut,cut,cut,切；割；削减,456,True,0,recognition|meaning|recall|context
en_describe,describe,describe,描述；形容,457,True,0,recognition|meaning|recall|context
en_himself,himself,himself,他自己,458,False,0,recognition|meaning|recall
en_available,available,available,可用的；有空的,459,False,0,recognition|meaning|recall
en_especially,especially,especially,尤其；特别,460,False,0,recognition|meaning|recall
en_strong,strong,strong,强壮的；强烈的,461,True,0,recognition|meaning|recall|context
en_rise,rise,rise,上升；增长；起床,462,True,1,recognition|meaning|recall|context|relation
en_girl,girl,girl,女孩,463,True,0,recognition|meaning|recall|context
en_maybe,maybe,maybe,也许；可能,464,False,0,recognition|meaning|recall
en_community,community,community,社区；群体,465,False,0,recognition|meaning|recall
en_else,else,else,其他；另外,466,False,0,recognition|meaning|recall
en_particular,particular,particular,特定的；特别的,467,False,0,recognition|meaning|recall
en_role,role,role,角色；作用,468,False,0,recognition|meaning|recall
en_join,join,join,加入；连接,469,True,0,recognition|meaning|recall|context
en_difficult,difficult,difficult,困难的,470,True,1,recognition|meaning|recall|context|relation
en_please,please,please,请；使高兴,471,True,0,recognition|meaning|recall|context
en_detail,detail,detail,细节；详细说明,472,False,0,recognition|meaning|recall
en_difference,difference,difference,差异；不同,473,True,1,recognition|meaning|recall|context|relation
en_action,action,action,行动；作用,474,False,0,recognition|meaning|recall
en_health,health,health,健康,475,True,0,recognition|meaning|recall|context
en_eat,eat,eat,吃,476,True,0,recognition|meaning|recall|context
en_step,step,step,步；步骤；迈步,477,False,0,recognition|meaning|recall
en_true,true,true,真的；真实的；正确的,478,False,0,recognition|meaning|recall
en_phone,phone,phone,电话；打电话,479,True,0,recognition|meaning|recall|context
en_themselves,themselves,themselves,他们/她们/它们自己,480,False,0,recognition|meaning|recall
en_draw,draw,draw,画；拉；吸引；平局,481,True,0,recognition|meaning|recall|context
en_white,white,white,白色的；白色,482,False,1,recognition|meaning|recall|relation
en_date,date,date,日期；约会；确定年代,483,False,0,recognition|meaning|recall
en_practice,practice,practice,练习；实践；惯例,484,True,0,recognition|meaning|recall|context
en_model,model,model,模型；模特；典范,485,False,0,recognition|meaning|recall
en_raise,raise,raise,提高；筹集；举起；养育,486,True,0,recognition|meaning|recall|context
en_customer,customer,customer,顾客；客户,487,False,0,recognition|meaning|recall
en_front,front,front,前面；前部；前线,488,False,1,recognition|meaning|recall|relation
en_explain,explain,explain,解释；说明,489,True,0,recognition|meaning|recall|context
en_door,door,door,门,490,False,0,recognition|meaning|recall
en_outside,outside,outside,外面；外部的,491,False,0,recognition|meaning|recall
en_behind,behind,behind,在……后面；落后于,492,False,1,recognition|meaning|recall|relation
en_economic,economic,economic,经济的；经济学的,493,False,0,recognition|meaning|recall
en_site,site,site,地点；网站；场地,494,False,0,recognition|meaning|recall
en_approach,approach,approach,方法；接近；走近,495,False,0,recognition|meaning|recall
en_teacher,teacher,teacher,教师；老师,496,True,1,recognition|meaning|recall|context|relation
en_land,land,land,土地；陆地；着陆,497,False,0,recognition|meaning|recall
en_charge,charge,charge,收费；负责；充电；指控,498,False,0,recognition|meaning|recall
en_finally,finally,finally,最后；终于,499,False,0,recognition|meaning|recall
en_sign,sign,sign,标志；迹象；签名,500,True,0,recognition|meaning|recall|context
